"frequency","CURRENT_concept","NEW_concept","CURRENT_metaOntology","NEW_metaOntology","CURRENT_metaType","NEW_metaType"
"2","subject_to",,"UNKNOWN",,,
"1","municipal",,"UNKNOWN",,,
"7","prices",,"UNKNOWN",,,
"1","nauna",,"UNKNOWN",,,
"12","greenpeace",,"UNKNOWN",,,
"2","complic",,"UNKNOWN",,,
"8","bags",,"UNKNOWN",,,
"1","man-made",,"UNKNOWN",,,
"1","storage",,"UNKNOWN",,,
"4","river",,"UNKNOWN",,,
"2","berth",,"UNKNOWN",,,
"1","east_asia",,"location",,,
"20","mtkr",,"UNKNOWN",,,
"2","portavagas",,"UNKNOWN",,,
"2","gaano",,"UNKNOWN",,,
"22","communities",,"UNKNOWN",,,
"1","portvaga",,"UNKNOWN",,,
"3","store",,"UNKNOWN",,,
"4","bunker",,"UNKNOWN",,,
"1","mong",,"UNKNOWN",,,
"8","threat",,"UNKNOWN",,,
"1","reefs",,"UNKNOWN",,,
"1","mabisang",,"UNKNOWN",,,
"24","kilometers",,"UNKNOWN",,,
"5","challeng",,"UNKNOWN",,,
"1","storm",,"UNKNOWN",,,
"2","magkakaroon",,"UNKNOWN",,,
"1","story",,"UNKNOWN",,,
"1","put_up",,"UNKNOWN",,,
"1","cyclone",,"UNKNOWN",,,
"1","sorely",,"UNKNOWN",,,
"2","chemical",,"UNKNOWN",,,
"2","laws",,"UNKNOWN",,,
"6","deem",,"UNKNOWN",,,
"1","pumps",,"UNKNOWN",,,
"4","dswd",,"UNKNOWN",,,
"13","sail",,"UNKNOWN",,,
"52","government",,"agent",,,
"1","storms",,"UNKNOWN",,,
"1","kumain",,"UNKNOWN",,,
"6","deep",,"UNKNOWN",,,
"6","ramos",,"UNKNOWN",,,
"3","oil-contamin",,"UNKNOWN",,,
"1","wreak",,"UNKNOWN",,,
"4","lustan",,"UNKNOWN",,,
"1","enforc",,"UNKNOWN",,,
"7","engine",,"UNKNOWN",,,
"1","stench",,"UNKNOWN",,,
"11","image",,"UNKNOWN",,,
"12","effects",,"UNKNOWN",,,
"23","miles",,"UNKNOWN",,,
"5","amid",,"UNKNOWN",,,
"2","magig",,"UNKNOWN",,,
"1","volunt",,"UNKNOWN",,,
"1","dahilan",,"UNKNOWN",,,
"4","projects",,"UNKNOWN",,,
"1","all_the_way",,"UNKNOWN",,,
"1","aim",,"UNKNOWN",,,
"2","struggle",,"UNKNOWN",,,
"1","averse",,"UNKNOWN",,,
"2","air",,"UNKNOWN",,,
"7","eat",,"UNKNOWN",,,
"4","senator",,"UNKNOWN",,,
"1","mechanisms",,"UNKNOWN",,,
"1","review",,"UNKNOWN",,,
"2","go",,"UNKNOWN",,,
"5","municipalities",,"UNKNOWN",,,
"7","continues",,"UNKNOWN",,,
"1","technologys",,"unknown",,,
"1","absolv",,"UNKNOWN",,,
"6","petroleum",,"UNKNOWN",,,
"5","deploy",,"UNKNOWN",,,
"6","aid",,"UNKNOWN",,,
"1","fretti",,"UNKNOWN",,,
"1","allegation",,"UNKNOWN",,,
"1","de",,"UNKNOWN",,,
"1","istruktura",,"UNKNOWN",,,
"1","melvin",,"unknown",,,
"2","extensive",,"UNKNOWN",,,
"13","cabcaben",,"UNKNOWN",,,
"1","nag-capsize",,"UNKNOWN",,,
"17","di",,"UNKNOWN",,,
"1","mae",,"UNKNOWN",,,
"3","associ",,"UNKNOWN",,,
"3","atin",,"UNKNOWN",,,
"3","map",,"UNKNOWN",,,
"4","sheen",,"UNKNOWN",,,
"6","current",,"UNKNOWN",,,
"1","write",,"UNKNOWN",,,
"1","—international",,"UNKNOWN",,,
"8","left",,"UNKNOWN",,,
"1","mas",,"UNKNOWN",,,
"5","disastrous",,"UNKNOWN",,,
"1","logistics",,"UNKNOWN",,,
"1","loom",,"UNKNOWN",,,
"4","philippine_space_agency",,"organization",,,
"1","man",,"UNKNOWN",,,
"2","targets",,"UNKNOWN",,,
"1","dr",,"UNKNOWN",,,
"2","install",,"UNKNOWN",,,
"14","safe",,"UNKNOWN",,,
"1","beat",,"UNKNOWN",,,
"4","transfers",,"UNKNOWN",,,
"1","debt",,"UNKNOWN",,,
"2","ey",,"UNKNOWN",,,
"2","organizations",,"UNKNOWN",,,
"5","yulo-loyzaga",,"UNKNOWN",,,
"1","turtles",,"UNKNOWN",,,
"1","operator",,"UNKNOWN",,,
"3","eh",,"UNKNOWN",,,
"2","retailers",,"UNKNOWN",,,
"1","julius_victor",,"agent",,,
"1","starts",,"UNKNOWN",,,
"2","ei",,"UNKNOWN",,,
"1","at_fault",,"UNKNOWN",,,
"3","volume",,"UNKNOWN",,,
"8","deploi",,"UNKNOWN",,,
"1","successful",,"UNKNOWN",,,
"2","ginawa",,"unknown",,,
"2","ago",,"UNKNOWN",,,
"3","taint",,"UNKNOWN",,,
"1","assessments",,"UNKNOWN",,,
"1","aol",,"UNKNOWN",,,
"1","normal",,"UNKNOWN",,,
"1","bentahan",,"UNKNOWN",,,
"2","tragedy",,"UNKNOWN",,,
"3","long",,"UNKNOWN",,,
"1","asian",,"UNKNOWN",,,
"27","conduct",,"UNKNOWN",,,
"1","deal",,"UNKNOWN",,,
"3","fishpond",,"UNKNOWN",,,
"3","future",,"UNKNOWN",,,
"1","bm",,"UNKNOWN",,,
"1","oclock",,"UNKNOWN",,,
"2","ano",,"UNKNOWN",,,
"2","inter-agency",,"UNKNOWN",,,
"1","gill",,"UNKNOWN",,,
"5","dead",,"UNKNOWN",,,
"1","depends",,"UNKNOWN",,,
"4","aims",,"UNKNOWN",,,
"3","financial",,"UNKNOWN",,,
"1","30-kilomet",,"UNKNOWN",,,
"1","villagers",,"UNKNOWN",,,
"47","ang",,"UNKNOWN",,,
"1","engines",,"UNKNOWN",,,
"1","disclos",,"UNKNOWN",,,
"1","stress",,"UNKNOWN",,,
"2","ifo",,"UNKNOWN",,,
"1","strictly",,"UNKNOWN",,,
"2","learn",,"UNKNOWN",,,
"1","kumikita",,"UNKNOWN",,,
"1","drain",,"UNKNOWN",,,
"1","interim",,"UNKNOWN",,,
"14","samples",,"UNKNOWN",,,
"1","maaari",,"UNKNOWN",,,
"1","canillos",,"UNKNOWN",,,
"2","cg",,"UNKNOWN",,,
"3","securities",,"UNKNOWN",,,
"1","nakalutang",,"UNKNOWN",,,
"2","lend",,"UNKNOWN",,,
"3","armand",,"UNKNOWN",,,
"15","collect",,"UNKNOWN",,,
"1","enforcement",,"UNKNOWN",,,
"3","kahit",,"UNKNOWN",,,
"2","destruction",,"UNKNOWN",,,
"1","expects",,"UNKNOWN",,,
"4","coastline",,"UNKNOWN",,,
"2","recommend",,"UNKNOWN",,,
"1","may_kinalaman_ba",,"agent",,,
"1","sister",,"UNKNOWN",,,
"4","hectares",,"UNKNOWN",,,
"4","met",,"UNKNOWN",,,
"2","collabor",,"UNKNOWN",,,
"1","hands",,"UNKNOWN",,,
"1","namimili",,"UNKNOWN",,,
"5","regist",,"UNKNOWN",,,
"3","palawan",,"UNKNOWN",,,
"9","members",,"UNKNOWN",,,
"2","sample",,"UNKNOWN",,,
"2","earnings",,"UNKNOWN",,,
"1","parallel",,"UNKNOWN",,,
"1","houses",,"UNKNOWN",,,
"4","fishery",,"UNKNOWN",,,
"1","pananagutang",,"UNKNOWN",,,
"15","ay",,"UNKNOWN",,,
"1","speed",,"UNKNOWN",,,
"1","endur",,"UNKNOWN",,,
"1","metro",,"UNKNOWN",,,
"1","boats",,"UNKNOWN",,,
"5","at",,"UNKNOWN",,,
"1","donat",,"UNKNOWN",,,
"5","maria_antonia_yulo-loyzaga",,"agent",,,
"2","refineries",,"UNKNOWN",,,
"1","ak",,"UNKNOWN",,,
"1","sabi",,"UNKNOWN",,,
"2","secur",,"UNKNOWN",,,
"2","am",,"UNKNOWN",,,
"2","spreads",,"UNKNOWN",,,
"2","cooperative",,"UNKNOWN",,,
"1","ako",,"UNKNOWN",,,
"1","tagayong",,"UNKNOWN",,,
"6","yan",,"UNKNOWN",,,
"6","ad",,"UNKNOWN",,,
"12","fishers",,"UNKNOWN",,,
"3","unregist",,"UNKNOWN",,,
"1","forget",,"UNKNOWN",,,
"4","rains",,"UNKNOWN",,,
"2","p7",,"UNKNOWN",,,
"1","ayoko",,"UNKNOWN",,,
"1","refinery",,"UNKNOWN",,,
"1","daniel",,"UNKNOWN",,,
"2","saan",,"UNKNOWN",,,
"2","p5",,"UNKNOWN",,,
"1","employment",,"UNKNOWN",,,
"2","radyo",,"UNKNOWN",,,
"1","p2",,"UNKNOWN",,,
"2","gallons",,"UNKNOWN",,,
"7","p1",,"UNKNOWN",,,
"1","onset",,"UNKNOWN",,,
"5","determine",,"UNKNOWN",,,
"1","sustainable",,"UNKNOWN",,,
"1","editors",,"UNKNOWN",,,
"10","doon",,"UNKNOWN",,,
"1","relasyon",,"UNKNOWN",,,
"1","deterior",,"UNKNOWN",,,
"1","matataranta",,"UNKNOWN",,,
"2","correct",,"UNKNOWN",,,
"1","alright",,"UNKNOWN",,,
"5","activities",,"UNKNOWN",,,
"1","fully",,"UNKNOWN",,,
"1","nung",,"unknown",,,
"5","move",,"UNKNOWN",,,
"4","deni",,"UNKNOWN",,,
"1","in_sight",,"UNKNOWN",,,
"1","limit",,"UNKNOWN",,,
"1","animals",,"UNKNOWN",,,
"1","pemsea",,"UNKNOWN",,,
"54","—_fish",,"UNKNOWN",,,
"2","questions",,"UNKNOWN",,,
"1","monthly",,"UNKNOWN",,,
"1","todays",,"UNKNOWN",,,
"4","composite",,"UNKNOWN",,,
"2","go_back",,"UNKNOWN",,,
"3","no-cure",,"UNKNOWN",,,
"2","threaten",,"UNKNOWN",,,
"2","underwat",,"UNKNOWN",,,
"1","committee",,"UNKNOWN",,,
"11","pa",,"UNKNOWN",,,
"3","underway",,"UNKNOWN",,,
"2","reputable",,"UNKNOWN",,,
"5","month",,"UNKNOWN",,,
"4","pm",,"UNKNOWN",,,
"1","malamang",,"UNKNOWN",,,
"2","bodies",,"UNKNOWN",,,
"1","counts",,"UNKNOWN",,,
"30","po",,"UNKNOWN",,,
"2","delay",,"UNKNOWN",,,
"1","comment",,"UNKNOWN",,,
"1","tragedies",,"UNKNOWN",,,
"2","ph",,"UNKNOWN",,,
"1","small",,"UNKNOWN",,,
"2","expert",,"UNKNOWN",,,
"2","sellers",,"UNKNOWN",,,
"1","shipyards",,"UNKNOWN",,,
"1","astronomical",,"UNKNOWN",,,
"4","series",,"UNKNOWN",,,
"4","early_thursday",,"agent",,,
"3","united_states_coast_guard",,"agent",,,
"3","reportedly",,"UNKNOWN",,,
"1","strain",,"UNKNOWN",,,
"36","crew",,"UNKNOWN",,,
"1","p908",,"unknown",,,
"1","jennif",,"UNKNOWN",,,
"1","necessity",,"UNKNOWN",,,
"2","lt",,"UNKNOWN",,,
"1","strait",,"UNKNOWN",,,
"1","kumpanya",,"UNKNOWN",,,
"7","surround",,"UNKNOWN",,,
"1","aregluhan",,"UNKNOWN",,,
"12","spills",,"UNKNOWN",,,
"1","crafts",,"UNKNOWN",,,
"4","up_to",,"UNKNOWN",,,
"1","100-meter",,"UNKNOWN",,,
"6","southwest",,"unknown",,,
"1","southward",,"UNKNOWN",,,
"9","situation",,"UNKNOWN",,,
"1","toni_yulo-loyzaga",,"agent",,,
"1","siphone",,"UNKNOWN",,,
"5","mo",,"UNKNOWN",,,
"1","karga",,"UNKNOWN",,,
"1","subsequent",,"UNKNOWN",,,
"2","amoy",,"UNKNOWN",,,
"5","mv",,"UNKNOWN",,,
"4","catastrophe",,"UNKNOWN",,,
"10","representatives",,"UNKNOWN",,,
"1","dvm",,"UNKNOWN",,,
"1","breakwat",,"UNKNOWN",,,
"1","philippine_atmospheric",,"agent",,,
"7","jesus_crispin_remulla",,"agent",,,
"4","additional",,"UNKNOWN",,,
"1","players",,"UNKNOWN",,,
"1","precautions",,"UNKNOWN",,,
"2","account",,"UNKNOWN",,,
"60","ng",,"UNKNOWN",,,
"1","ni",,"UNKNOWN",,,
"1","bernadette",,"UNKNOWN",,,
"4","barangays",,"UNKNOWN",,,
"8","pamalakaya",,"UNKNOWN",,,
"1","determinations",,"UNKNOWN",,,
"1","mangingisdang",,"UNKNOWN",,,
"3","afp",,"UNKNOWN",,,
"1","markup",,"UNKNOWN",,,
"11","technology",,"UNKNOWN",,,
"2","individual",,"UNKNOWN",,,
"1","marilao",,"UNKNOWN",,,
"1","upcom",,"UNKNOWN",,,
"1","spill—were",,"UNKNOWN",,,
"3","accountability",,"UNKNOWN",,,
"1","napatakbo",,"UNKNOWN",,,
"2","notic",,"UNKNOWN",,,
"4","atmospheric_administration",,"organization",,,
"2","—richard",,"UNKNOWN",,,
"1","regularly",,"UNKNOWN",,,
"1","rehistro",,"UNKNOWN",,,
"7","morn",,"UNKNOWN",,,
"2","lash",,"UNKNOWN",,,
"6","ternate",,"agent",,,
"22","investigation",,"agent",,,
"1","cesar",,"UNKNOWN",,,
"5","grounds",,"UNKNOWN",,,
"2","gerald",,"UNKNOWN",,,
"4","live",,"UNKNOWN",,,
"1","reiterate",,"UNKNOWN",,,
"4","tulong",,"UNKNOWN",,,
"1","lots",,"UNKNOWN",,,
"2","inq",,"UNKNOWN",,,
"1","habang",,"UNKNOWN",,,
"2","pollutants",,"UNKNOWN",,,
"2","marine_science_institute",,"organization",,,
"1","ko",,"UNKNOWN",,,
"120","spill",,"UNKNOWN",,,
"1","kawawa",,"UNKNOWN",,,
"1","gabi",,"UNKNOWN",,,
"1","loud",,"UNKNOWN",,,
"1","permanent",,"UNKNOWN",,,
"5","rely_on",,"UNKNOWN",,,
"3","late",,"UNKNOWN",,,
"2","pineda",,"UNKNOWN",,,
"2","eastern",,"UNKNOWN",,,
"4","ssci",,"UNKNOWN",,,
"1","lawyer",,"UNKNOWN",,,
"1","roll-on",,"UNKNOWN",,,
"1","7-day",,"UNKNOWN",,,
"1","khyle",,"unknown",,,
"4","lost",,"UNKNOWN",,,
"3","loss",,"UNKNOWN",,,
"2","umabot",,"UNKNOWN",,,
"2","delai",,"UNKNOWN",,,
"1","moor",,"UNKNOWN",,,
"2","adm",,"UNKNOWN",,,
"1","escalates",,"UNKNOWN",,,
"2","limitations",,"UNKNOWN",,,
"4","improve",,"UNKNOWN",,,
"1","onsite",,"UNKNOWN",,,
"1","nahirapan",,"UNKNOWN",,,
"12","contamin",,"UNKNOWN",,,
"3","extent",,"UNKNOWN",,,
"2","conservation",,"UNKNOWN",,,
"1","husk",,"UNKNOWN",,,
"1","agenda",,"UNKNOWN",,,
"1","waterbird",,"UNKNOWN",,,
"1","philippine_coast_guard_spokesperson",,"agent",,,
"6","locat",,"UNKNOWN",,,
"4","afternoon",,"UNKNOWN",,,
"3","extend",,"UNKNOWN",,,
"1","violation",,"UNKNOWN",,,
"1","fabrication",,"UNKNOWN",,,
"2","ayaw",,"UNKNOWN",,,
"6","agency",,"UNKNOWN",,,
"1","destructive",,"UNKNOWN",,,
"2","transition",,"UNKNOWN",,,
"1","kesyo",,"UNKNOWN",,,
"6","list",,"UNKNOWN",,,
"2","dole",,"UNKNOWN",,,
"1","customers",,"UNKNOWN",,,
"1","senates",,"UNKNOWN",,,
"1","bulletins",,"UNKNOWN",,,
"7","naujan",,"UNKNOWN",,,
"10","human",,"UNKNOWN",,,
"1","samahan",,"UNKNOWN",,,
"2","lose",,"UNKNOWN",,,
"1","quotes",,"UNKNOWN",,,
"1","absorb",,"UNKNOWN",,,
"1","removes",,"UNKNOWN",,,
"1","featur",,"UNKNOWN",,,
"1","us_coast_guard",,"agent",,,
"5","malolos",,"agent",,,
"21","local",,"UNKNOWN",,,
"1","hearings",,"UNKNOWN",,,
"1","gma_news_online",,"agent",,,
"2","reclamation",,"UNKNOWN",,,
"7","minimal",,"UNKNOWN",,,
"1","advisable",,"UNKNOWN",,,
"2","villages",,"UNKNOWN",,,
"5","corregidor",,"UNKNOWN",,,
"1","dot",,"UNKNOWN",,,
"1","dos",,"UNKNOWN",,,
"2","assistant",,"UNKNOWN",,,
"1","daang",,"UNKNOWN",,,
"1","syndicates",,"UNKNOWN",,,
"1","iba-ibang",,"UNKNOWN",,,
"1","absorbent",,"UNKNOWN",,,
"4","place",,"UNKNOWN",,,
"1","urges",,"UNKNOWN",,,
"1","pamahalaan",,"UNKNOWN",,,
"9","international",,"UNKNOWN",,,
"1","contaminant",,"UNKNOWN",,,
"2","journey",,"UNKNOWN",,,
"3","builders",,"UNKNOWN",,,
"2","bacoor_city",,"location",,,
"6","raul_vasquez",,"agent",,,
"1","stacks",,"UNKNOWN",,,
"2","severely",,"UNKNOWN",,,
"2","kilograms",,"UNKNOWN",,,
"21","aquatic_resources",,"agent",,,
"4","management_council",,"organization",,,
"4","investigate",,"UNKNOWN",,,
"3","hot",,"UNKNOWN",,,
"4","load",,"UNKNOWN",,,
"4","nearby",,"UNKNOWN",,,
"1","step_up",,"UNKNOWN",,,
"2","readi",,"UNKNOWN",,,
"2","waterway",,"UNKNOWN",,,
"1","trends",,"UNKNOWN",,,
"3","increas",,"UNKNOWN",,,
"6","owns",,"UNKNOWN",,,
"1","on-ground",,"UNKNOWN",,,
"1","assurance",,"UNKNOWN",,,
"2","harm",,"UNKNOWN",,,
"116","mt_mary_anne",,"agent",,,
"7","shogun_ships_company",,"organization",,,
"3","events",,"UNKNOWN",,,
"1","nawawala",,"UNKNOWN",,,
"1","plung",,"UNKNOWN",,,
"7","data",,"UNKNOWN",,,
"2","sinadya",,"UNKNOWN",,,
"1","brought",,"UNKNOWN",,,
"1","full-blown",,"UNKNOWN",,,
"1","date",,"UNKNOWN",,,
"1","mouths",,"UNKNOWN",,,
"2","malaman",,"UNKNOWN",,,
"1","kaligtasan",,"UNKNOWN",,,
"1","crewman",,"UNKNOWN",,,
"7","pero",,"UNKNOWN",,,
"1","havoc",,"UNKNOWN",,,
"4","critical",,"UNKNOWN",,,
"2","leads",,"UNKNOWN",,,
"1","easy",,"UNKNOWN",,,
"1","numbers",,"UNKNOWN",,,
"1","reply",,"UNKNOWN",,,
"1","hard",,"UNKNOWN",,,
"1","ability",,"UNKNOWN",,,
"2","time-consum",,"UNKNOWN",,,
"1","initiative",,"UNKNOWN",,,
"4","silang",,"UNKNOWN",,,
"1","payment",,"UNKNOWN",,,
"4","previous",,"UNKNOWN",,,
"1","trips",,"UNKNOWN",,,
"3","park",,"UNKNOWN",,,
"24","booms",,"UNKNOWN",,,
"10","bradley",,"agent",,,
"1","settlement",,"UNKNOWN",,,
"8","eventually",,"UNKNOWN",,,
"9","para",,"UNKNOWN",,,
"10","weeks",,"UNKNOWN",,,
"1","relationship",,"UNKNOWN",,,
"1","field",,"UNKNOWN",,,
"21","slick",,"UNKNOWN",,,
"4","interconnect",,"UNKNOWN",,,
"1","nakakain_naman_namin_mga_huli_namin",,"agent",,,
"40","mariveles",,"UNKNOWN",,,
"6","decid",,"UNKNOWN",,,
"1","sagot",,"UNKNOWN",,,
"1","imposes",,"UNKNOWN",,,
"1","laid",,"UNKNOWN",,,
"11","confirm",,"UNKNOWN",,,
"6","gaemi",,"UNKNOWN",,,
"13","doh",,"UNKNOWN",,,
"1","afford",,"UNKNOWN",,,
"16","doj",,"UNKNOWN",,,
"1","plagu",,"UNKNOWN",,,
"7","conspiracy",,"unknown",,,
"7","undersecretary",,"UNKNOWN",,,
"3","provide",,"UNKNOWN",,,
"1","instructions",,"UNKNOWN",,,
"1","consistently",,"UNKNOWN",,,
"1","overh",,"UNKNOWN",,,
"2","multi-role",,"UNKNOWN",,,
"3","sinks",,"UNKNOWN",,,
"2","half",,"UNKNOWN",,,
"1","round",,"UNKNOWN",,,
"3","inspection",,"UNKNOWN",,,
"1","dissipation",,"UNKNOWN",,,
"7","amount",,"UNKNOWN",,,
"2","go_to",,"UNKNOWN",,,
"1","corporations",,"UNKNOWN",,,
"1","student",,"UNKNOWN",,,
"1","conservative",,"UNKNOWN",,,
"1","dti",,"UNKNOWN",,,
"1","contamination-free",,"UNKNOWN",,,
"1","combin",,"UNKNOWN",,,
"1","dark",,"UNKNOWN",,,
"1","su",,"UNKNOWN",,,
"1","disaster—the",,"UNKNOWN",,,
"3","losses",,"UNKNOWN",,,
"1","expand",,"UNKNOWN",,,
"1","indigenous",,"UNKNOWN",,,
"3","bulacans",,"UNKNOWN",,,
"2","lalo",,"UNKNOWN",,,
"1","follow",,"UNKNOWN",,,
"6","sl",,"UNKNOWN",,,
"1","sasmuan",,"UNKNOWN",,,
"1","submit",,"UNKNOWN",,,
"9","shallow",,"UNKNOWN",,,
"2","incident_management_team",,"organization",,,
"1","maintenance",,"UNKNOWN",,,
"6","carmela_reyes-estrope",,"agent",,,
"3","alternative",,"UNKNOWN",,,
"1","conglomerate",,"UNKNOWN",,,
"2","reduce",,"UNKNOWN",,,
"4","continu",,"UNKNOWN",,,
"6","senate",,"agent",,,
"4","bataan_government_joet_garcia_assur",,"agent",,,
"1","nation",,"UNKNOWN",,,
"1","sinasabi",,"UNKNOWN",,,
"4","dun",,"UNKNOWN",,,
"1","ponds",,"UNKNOWN",,,
"5","finish",,"UNKNOWN",,,
"1","frame",,"UNKNOWN",,,
"1","pondo",,"UNKNOWN",,,
"60","sa",,"UNKNOWN",,,
"1","health_care",,"UNKNOWN",,,
"1","at_the_same_time",,"UNKNOWN",,,
"2","natural",,"UNKNOWN",,,
"3","destroi",,"UNKNOWN",,,
"1","forum",,"UNKNOWN",,,
"12","acknowledge",,"UNKNOWN",,,
"1","weight",,"UNKNOWN",,,
"3","aromatic",,"UNKNOWN",,,
"10","en_route_to",,"UNKNOWN",,,
"2","trade",,"UNKNOWN",,,
"1","tinitinda",,"UNKNOWN",,,
"13","catch",,"UNKNOWN",,,
"1","oceans",,"UNKNOWN",,,
"2","signal",,"UNKNOWN",,,
"1","rf",,"UNKNOWN",,,
"2","repeat",,"UNKNOWN",,,
"2","longest",,"UNKNOWN",,,
"10","lang",,"UNKNOWN",,,
"1","consume",,"UNKNOWN",,,
"1","punsalan",,"UNKNOWN",,,
"3","clean-up",,"UNKNOWN",,,
"2","—val",,"UNKNOWN",,,
"33","reach",,"UNKNOWN",,,
"18","meters",,"UNKNOWN",,,
"1","problematic",,"UNKNOWN",,,
"2","deny",,"UNKNOWN",,,
"7","tow",,"UNKNOWN",,,
"1","dispatch",,"UNKNOWN",,,
"4","implement",,"UNKNOWN",,,
"1","foul",,"UNKNOWN",,,
"3","consult",,"UNKNOWN",,,
"2","pend",,"UNKNOWN",,,
"12","denr",,"UNKNOWN",,,
"8","oceana",,"UNKNOWN",,,
"2","top",,"UNKNOWN",,,
"5","mitigate",,"UNKNOWN",,,
"2","separate",,"UNKNOWN",,,
"11","includ",,"UNKNOWN",,,
"1","once-pristine",,"UNKNOWN",,,
"1","i-de-deliv",,"UNKNOWN",,,
"3","trace",,"UNKNOWN",,,
"1","track",,"UNKNOWN",,,
"1","siguraduhin",,"UNKNOWN",,,
"4","pang",,"UNKNOWN",,,
"1","sardines",,"UNKNOWN",,,
"14","tankers",,"UNKNOWN",,,
"1","teleradyo",,"UNKNOWN",,,
"1","dalawang",,"UNKNOWN",,,
"1","—vbl",,"UNKNOWN",,,
"5","months",,"UNKNOWN",,,
"3","siyang",,"UNKNOWN",,,
"1","inyong",,"UNKNOWN",,,
"4","degala",,"UNKNOWN",,,
"5","deliv",,"UNKNOWN",,,
"2","papunta",,"UNKNOWN",,,
"1","i-interview",,"UNKNOWN",,,
"2","improvis",,"UNKNOWN",,,
"2","mtug",,"unknown",,,
"1","shell",,"UNKNOWN",,,
"11","test",,"task",,,
"6","risks",,"UNKNOWN",,,
"1","excuse",,"UNKNOWN",,,
"117","terranova",,"UNKNOWN",,,
"1","uncontrol",,"UNKNOWN",,,
"2","rescue",,"UNKNOWN",,,
"13","governor",,"UNKNOWN",,,
"6","technical",,"UNKNOWN",,,
"4","casucian",,"agent",,,
"14","city",,"UNKNOWN",,,
"1","distinctive",,"UNKNOWN",,,
"1","dealer",,"UNKNOWN",,,
"12","spokesperson",,"UNKNOWN",,,
"6","expect",,"UNKNOWN",,,
"2","center",,"UNKNOWN",,,
"5","open",,"UNKNOWN",,,
"1","hazards",,"UNKNOWN",,,
"3","advisory",,"UNKNOWN",,,
"14","initial",,"UNKNOWN",,,
"5","devast",,"UNKNOWN",,,
"3","sabihin",,"UNKNOWN",,,
"1","bonz_dolor",,"agent",,,
"1","richie_david",,"agent",,,
"1","form",,"UNKNOWN",,,
"1","clarifi",,"UNKNOWN",,,
"1","pahs",,"UNKNOWN",,,
"1","lalawigan",,"UNKNOWN",,,
"1","alert",,"UNKNOWN",,,
"1","art",,"UNKNOWN",,,
"5","prepare",,"UNKNOWN",,,
"1","subingsub",,"UNKNOWN",,,
"3","largest",,"UNKNOWN",,,
"1","flows",,"UNKNOWN",,,
"4","cite",,"UNKNOWN",,,
"30","mga",,"UNKNOWN",,,
"1","present",,"UNKNOWN",,,
"2","record",,"UNKNOWN",,,
"1","pumapakyaw",,"UNKNOWN",,,
"2","plug",,"UNKNOWN",,,
"1","brevity",,"UNKNOWN",,,
"6","intentional",,"unknown",,,
"2","reserve",,"UNKNOWN",,,
"10","ask",,"UNKNOWN",,,
"1","harder",,"UNKNOWN",,,
"3","pdrrmc",,"UNKNOWN",,,
"3","smell",,"UNKNOWN",,,
"1","dala",,"UNKNOWN",,,
"1","tomorrow",,"UNKNOWN",,,
"2","additionally",,"UNKNOWN",,,
"58","ship",,"UNKNOWN",,,
"2","launch",,"UNKNOWN",,,
"1","pain",,"UNKNOWN",,,
"1","tatlong",,"UNKNOWN",,,
"1","escalate",,"UNKNOWN",,,
"4","contact",,"UNKNOWN",,,
"10","issu",,"UNKNOWN",,,
"2","costs",,"UNKNOWN",,,
"1","mode",,"UNKNOWN",,,
"2","private",,"UNKNOWN",,,
"1","version",,"UNKNOWN",,,
"1","work_on",,"UNKNOWN",,,
"1","partnerships",,"UNKNOWN",,,
"3","paid",,"UNKNOWN",,,
"1","southern",,"UNKNOWN",,,
"1","nananaig",,"UNKNOWN",,,
"11","command",,"UNKNOWN",,,
"9","natural_resources",,"agent",,,
"1","mtrk",,"UNKNOWN",,,
"3","campaign",,"UNKNOWN",,,
"2","pdrrmo",,"UNKNOWN",,,
"2","forc",,"UNKNOWN",,,
"1","nagpapaihi",,"UNKNOWN",,,
"1","reiter",,"UNKNOWN",,,
"18","aground",,"UNKNOWN",,,
"1","fisherfolks",,"UNKNOWN",,,
"1","speaker",,"UNKNOWN",,,
"5","mayor",,"UNKNOWN",,,
"1","struggl",,"UNKNOWN",,,
"1","speak",,"UNKNOWN",,,
"1","christmas",,"UNKNOWN",,,
"1","nazario",,"unknown",,,
"4","mix",,"UNKNOWN",,,
"28","point",,"UNKNOWN",,,
"1","p394",,"UNKNOWN",,,
"13","princess",,"UNKNOWN",,,
"1","attach",,"UNKNOWN",,,
"1","shipping-rel",,"UNKNOWN",,,
"8","antonio_recount",,"agent",,,
"1","kriminal",,"UNKNOWN",,,
"1","mapagkukunan",,"UNKNOWN",,,
"1","bfars",,"UNKNOWN",,,
"12","agree_to",,"UNKNOWN",,,
"2","mamamalakaya",,"UNKNOWN",,,
"1","work_in",,"UNKNOWN",,,
"3","foot",,"UNKNOWN",,,
"3","kill",,"UNKNOWN",,,
"3","show",,"UNKNOWN",,,
"1","natalie",,"UNKNOWN",,,
"25","command_michael_john_encina",,"agent",,,
"24","impact",,"UNKNOWN",,,
"1","cannon",,"UNKNOWN",,,
"1","up_marine_science_institute",,"organization",,,
"1","pertains",,"UNKNOWN",,,
"1","puts",,"UNKNOWN",,,
"1","martin",,"agent",,,
"1","pets",,"UNKNOWN",,,
"3","tugboats",,"UNKNOWN",,,
"1","fishes",,"UNKNOWN",,,
"2","combat",,"UNKNOWN",,,
"6","power",,"UNKNOWN",,,
