,snippet,link,date_published,text,like_count,reply_parent_id,source,cleaned_text,topic
4,Kasalanan nang PCG yan dahil di naman aalis yang barko kung walang go signal ang PCG,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgwUfe4lkSZjFM5rU9R4AaABAg,2024-07-27 05:04:56+00:00,Kasalanan nang PCG yan dahil di naman aalis yang barko kung walang go signal ang PCG,0,,youtube,kasalanan nang pcg yan dahil di naman aalis yang barko kung walang go signal ang pcg,0
5,Totoo nga talaga tao lang talaga sumisira sa kalikasan kaya wag na tayo mag taka tayo lang din ang dahilan ng pag kasira neto,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=Ugzbw2PEyndnzTB3DzN4AaABAg,2024-07-27 04:47:38+00:00,Totoo nga talaga tao lang talaga sumisira sa kalikasan kaya wag na tayo mag taka tayo lang din ang dahilan ng pag kasira neto,0,,youtube,totoo nga talaga tao lang talaga sumisira sa kalikasan kaya wag na tayo mag taka tayo lang din ang dahilan ng pag kasira neto,3
6,PCG po hindi ACG,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgwqIbXhVRVQgOjgz-d4AaABAg,2024-07-27 02:56:02+00:00,PCG po hindi ACG,0,,youtube,pcg po hindi acg,0
7,"Luging lugi yung kumpanyang bumili ng langis, dapat dun sa kapitan sapukin ng paulit ulit e hahah",https://www.youtube.com/watch?v=prSpeRfzFjE&lc=Ugymp6umLCfnbL4vpdx4AaABAg,2024-07-26 13:25:22+00:00,"Luging lugi yung kumpanyang bumili ng langis, dapat dun sa kapitan sapukin ng paulit ulit e hahah",0,,youtube,"lug lugi yung kumpanyang bumili ng langis, dapat dun sa kapitan sapukin ng paulit ulit e hahah",2
8,kung mababawlang- so pwede pang higupin- kung pwede na hindi hintayin yung tagas- cguro simulan na ng higupin yung laman ng barko. pag wala ng masamang panahon. <br>para iwas malaking damage sa mga baybayin dyan sa bataan at baka umabot pa sa ibang lugar,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgwxlZoLkje3BZydTRt4AaABAg,2024-07-26 07:19:38+00:00,"kung mababawlang- so pwede pang higupin- kung pwede na hindi hintayin yung tagas- cguro simulan na ng higupin yung laman ng barko. pag wala ng masamang panahon. 
para iwas malaking damage sa mga baybayin dyan sa bataan at baka umabot pa sa ibang lugar",0,,youtube,kung mababawlang- pwede pang higupin- kung pwede na hindi hintayin yung tagas- cguro simulan na ng higupin yung laman ng barko. pag wala ng masamang panahon. para iwas malaking damage sa mga baybayin dyan sa bataan baka umabot pa sa ibang lugar,3
9,Vobo ng coast guard pinayagan kht my bagyo big risk yan,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgwXRitJbhGsS2ieJsx4AaABAg,2024-07-26 03:46:49+00:00,Vobo ng coast guard pinayagan kht my bagyo big risk yan,0,,youtube,vobo ng coast guard pinayagan kht bagyo big risk yan,2
10,Bakit naman kasi pinayagan. Pera pera lang talaga,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=Ugy0dBn7ZqryyIDEOnd4AaABAg,2024-07-26 03:22:43+00:00,Bakit naman kasi pinayagan. Pera pera lang talaga,0,,youtube,bakit naman kasi pinayagan. pera pera lang talaga,2
11,Dapat maipatawag sa senado  at kongreso iyong May ari ng barko na May kagagawan ng oil spill sa Bataan?,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgzC_I0nesp-2s-F4-54AaABAg,2024-07-26 01:19:28+00:00,Dapat maipatawag sa senado  at kongreso iyong May ari ng barko na May kagagawan ng oil spill sa Bataan?,0,,youtube,dapat maipatawag sa senado kongreso iyong may ari ng barko na may kagagawan ng oil spill sa bataan?,0
12,Nagsasayang lang kayo ng langis hays alam na may bagyo go padin,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgxOQP64NHGUV1sRs9R4AaABAg,2024-07-25 16:04:58+00:00,Nagsasayang lang kayo ng langis hays alam na may bagyo go padin,0,,youtube,nagsasayang lang kayo ng langis hay alam na may bagyo go padin,1
13,my bagyo nga sumige pa ayan.,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=Ugy1HHkfvdIwuYsiClt4AaABAg,2024-07-25 15:56:45+00:00,my bagyo nga sumige pa ayan.,0,,youtube,bagyo nga sumige pa ayan.,2
14,Alam na may bagyo naglayag,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgwO1YWS7PauI_dDnUx4AaABAg,2024-07-25 15:46:13+00:00,Alam na may bagyo naglayag,0,,youtube,alam na may bagyo naglayag,2
15,Mababaw lang pede ihaon ang barko,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgwDtav52lXb70-vao54AaABAg,2024-07-25 15:22:35+00:00,Mababaw lang pede ihaon ang barko,0,,youtube,mababaw lang pede ihaon ang barko,1
16,Sana hindi tumagas para safe ang katagatan,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgwVIMuRHmkz29exGo54AaABAg,2024-07-25 15:20:23+00:00,Sana hindi tumagas para safe ang katagatan,0,,youtube,sana hindi tumagas para safe ang katagatan,4
17,paihi yan akala nila pagkakataon na nilayan dahil walang  haharang sa kanila dahil masama ang panahon😂😂,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgzaOx0Fi7MHrKawkN54AaABAg,2024-07-25 14:39:30+00:00,paihi yan akala nila pagkakataon na nilayan dahil walang  haharang sa kanila dahil masama ang panahon😂😂,2,,youtube,paihi yan akala nila pagkakataon na nilayan dahil walang haharang sa kanila dahil masama ang panahon😂😂,1
18,Daming langis nyan sip sippin ule pag kakaperahan 😂😂😂,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgzLlMry3jQFiy8JosN4AaABAg,2024-07-25 14:28:58+00:00,Daming langis nyan sip sippin ule pag kakaperahan 😂😂😂,0,,youtube,dam langis nyan sip sippin ule pag kakaperahan 😂😂😂,0
19,gang ngayun wala pa rin gamit pinas pang higop ng mga langis na yan ahhaha,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=Ugwj8CT4bOwyb_8n36t4AaABAg,2024-07-25 13:44:16+00:00,gang ngayun wala pa rin gamit pinas pang higop ng mga langis na yan ahhaha,0,,youtube,gang ngayun wala pa rin gamit pinas pang higop ng mga langis na yan ahhaha,1
20,Oh my God🙏,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=Ugy9IllwzgOzyxcIurp4AaABAg,2024-07-25 13:03:38+00:00,Oh my God🙏,0,,youtube,oh god🙏,4
21,Agapan agad para di ba lumala. Sisirin nyo na at kunin ang langis habang wala oang tagas. Pag yan tumagas na malaking problema yan sa buong lungsod ng Bataan,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgwW_BXQXDk3zTfy-kB4AaABAg,2024-07-25 12:29:09+00:00,Agapan agad para di ba lumala. Sisirin nyo na at kunin ang langis habang wala oang tagas. Pag yan tumagas na malaking problema yan sa buong lungsod ng Bataan,0,,youtube,agapan agad para di ba lumala. sisirin nyo na kunin ang langis habang wala oang tagas. pag yan tumagas na malaking problema yan sa buong lungsod ng bataan,1
22,"Bayad yan, charge lahat yan sa Cargo Company.Huwag sanang mag leak 🥺",https://www.youtube.com/watch?v=prSpeRfzFjE&lc=Ugyoyu_xpXwkAxu1j4l4AaABAg,2024-07-25 12:23:29+00:00,"Bayad yan, charge lahat yan sa Cargo Company.Huwag sanang mag leak 🥺",0,,youtube,"bayad yan, charge lahat yan sa cargo company.huwag sanang mag leak 🥺",4
23,Big question dyan..bakit pinayagan maglayag ung barko e my bagyo pa..,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgwMUcPOc79Dl4W0Xz94AaABAg,2024-07-25 11:31:08+00:00,Big question dyan..bakit pinayagan maglayag ung barko e my bagyo pa..,1,,youtube,big question dyan..bakit pinayagan maglayag ung barko e bagyo pa..,2
24,Alam naman ni kapitan na meron bagyo bakit sumigi pa ng pag byahe ! Dapat kinansel ang pag lalayag .,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=Ugw9Y08Ay5iVkdUAKIV4AaABAg,2024-07-25 11:23:38+00:00,Alam naman ni kapitan na meron bagyo bakit sumigi pa ng pag byahe ! Dapat kinansel ang pag lalayag .,6,,youtube,alam naman ni kapitan na meron bagyo bakit sumigi pa ng pag byahe ! dapat kinansel ang pag lalayag .,2
25,@@vangiemorales7002 🤣🤣🤣,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=Ugw9Y08Ay5iVkdUAKIV4AaABAg.A6JWLEswL64A6Kiby-A7aO,,@@vangiemorales7002 🤣🤣🤣,0,Ugw9Y08Ay5iVkdUAKIV4AaABAg,youtube,@@vangiemorales7002 🤣🤣🤣,0
26,😂galing mag explain😂 pero magplano hindi😂😂😂😂 alam nyo na nga may bagyo bumanat pa kayo😂😂😂😂,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgzoBLDxwhDh7-xo2bZ4AaABAg,2024-07-25 10:58:46+00:00,😂galing mag explain😂 pero magplano hindi😂😂😂😂 alam nyo na nga may bagyo bumanat pa kayo😂😂😂😂,1,,youtube,😂galing mag explain😂 pero magplano hindi😂😂😂😂 alam nyo na nga may bagyo bumanat pa kayo😂😂😂😂,2
27,Sino bang Coast guard ang nag allowed ng byhi djn???,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgwPY3dqcc9BO8NJw094AaABAg,2024-07-25 10:49:02+00:00,Sino bang Coast guard ang nag allowed ng byhi djn???,2,,youtube,sino bang coast guard ang nag allow ng byhi djn???,0
28,Common sense naman masama ang panahon,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgzqE95451hbwMXUrD54AaABAg,2024-07-25 10:44:24+00:00,Common sense naman masama ang panahon,1,,youtube,common sense naman masama ang panahon,1
29,"Walang magawa kung nagmamadale yung may ari ng barko😂😂 kaya ang magiging labas, mapaki pa nawala sakanya kesa Kita plus magbabayad ng danyos sa mga nasirang Corals at possibleng oil spill kaya sigurado na ma babankrupt yung company nila pag ganun nangyari",https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgzqE95451hbwMXUrD54AaABAg.A6JRqq3kimdA6JXlNQPqIB,,"Walang magawa kung nagmamadale yung may ari ng barko😂😂 kaya ang magiging labas, mapaki pa nawala sakanya kesa Kita plus magbabayad ng danyos sa mga nasirang Corals at possibleng oil spill kaya sigurado na ma babankrupt yung company nila pag ganun nangyari",1,UgzqE95451hbwMXUrD54AaABAg,youtube,"walang magawa kung nagmamadale yung may ari ng barko😂😂 kaya ang magiging labas, mapaki pa nawala sakanya kesa kita plus magbabayad ng danyos sa mga nasirang coral possibleng oil spill kaya sigurado na babankrupt yung company nila pag ganun nangyari",3
30,Magtatanda nakayo ha  apurado ha,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgzqE95451hbwMXUrD54AaABAg.A6JRqq3kimdA6JoT8j9sMt,,Magtatanda nakayo ha  apurado ha,0,UgzqE95451hbwMXUrD54AaABAg,youtube,magtatanda nakayo ha apurado ha,2
31,Dami ka salita alam ninyo. Bagyo Sogod pa kayo,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgxoXf5GQ92VLgi3_LZ4AaABAg,2024-07-25 10:43:43+00:00,Dami ka salita alam ninyo. Bagyo Sogod pa kayo,2,,youtube,dami ka salita alam ninyo. bagyo sogod pa kayo,2
32,China😂😂😂😂😂,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgwU8u10yYCkwaq7uNJ4AaABAg,2024-07-25 10:40:51+00:00,China😂😂😂😂😂,1,,youtube,china😂😂😂😂😂,4
33,Prepare everything.,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgyHeMOhypHjn6LMA354AaABAg,2024-07-25 10:35:45+00:00,Prepare everything.,0,,youtube,prepare everything.,0
34,So cno dapat sisihin? Dvah may bagyo? Pwede bang bumyahe?,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=Ugw8LJDZtHXvB-tQEcx4AaABAg,2024-07-25 10:29:51+00:00,So cno dapat sisihin? Dvah may bagyo? Pwede bang bumyahe?,2,,youtube,cno dapat sisihin? dvah may bagyo? pwede bang bumyahe?,0
35,Sana lahat ng tao sa barko na yan ligtas🙏,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=Ugzo9Cs4TTgldHfai9l4AaABAg,2024-07-25 10:21:16+00:00,Sana lahat ng tao sa barko na yan ligtas🙏,2,,youtube,sana lahat ng tao sa barko na yan ligtas🙏,3
36,Dapat ikulong kamo😊,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=Ugzo9Cs4TTgldHfai9l4AaABAg.A6JPCMfirWxA6KQcsYq9Ny,,Dapat ikulong kamo😊,2,Ugzo9Cs4TTgldHfai9l4AaABAg,youtube,dapat ikulong kamo😊,3
37,@@glenquagmire4232 😁,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=Ugzo9Cs4TTgldHfai9l4AaABAg.A6JPCMfirWxA6KRIVmMZXC,,@@glenquagmire4232 😁,0,Ugzo9Cs4TTgldHfai9l4AaABAg,youtube,@@glenquagmire4232 😁,0
38,alam na kc may bagyo lumarga pa !,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgwQG6tp4szo8QrGru94AaABAg,2024-07-25 10:18:30+00:00,alam na kc may bagyo lumarga pa !,1,,youtube,alam na kc may bagyo lumarga pa !,2
39,Bakit kasi pumalaot ba yung barko.,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgzmjgGKMbnDE7IEVNd4AaABAg,2024-07-25 10:18:06+00:00,Bakit kasi pumalaot ba yung barko.,1,,youtube,bakit kasi pumalaot ba yung barko.,4
40,Oh jeh Desaster Yan sa dagat wlang ng isda makain..Lord pls Help those Crew...please Lord 🙏🙏,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgxLtHLp-8XidKCZATR4AaABAg,2024-07-25 10:16:50+00:00,Oh jeh Desaster Yan sa dagat wlang ng isda makain..Lord pls Help those Crew...please Lord 🙏🙏,0,,youtube,oh jeh desaster yan sa dagat wlang ng isda makain..lord pls help crew...please lord 🙏🙏,1
41,oh no...,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgzBhIub66oDk-Dm30N4AaABAg,2024-07-25 10:11:08+00:00,oh no...,0,,youtube,oh no...,1
42,Ang galing NG capitan nyan pinilit nya para sumikat sya sa companya,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgwnrE1mXMd65egdQah4AaABAg,2024-07-25 10:08:49+00:00,Ang galing NG capitan nyan pinilit nya para sumikat sya sa companya,0,,youtube,ang galing ng capitan nyan pinilit nya para sumikat sya sa companya,3
43,Naku!,https://www.youtube.com/watch?v=prSpeRfzFjE&lc=UgxjR2vTdnK-x7OvueZ4AaABAg,2024-07-25 10:05:08+00:00,Naku!,1,,youtube,naku!,2
0,dilawan sinasabotahe proyekto ng pNgulo,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=Ugxd9qNd6TgHS8uVjLp4AaABAg,2021-05-01 18:29:31+00:00,dilawan sinasabotahe proyekto ng pNgulo,0,,youtube,dilawan sinasabotahe proyekto ng pngulo,4
1,"kung may matinong pag iisip, bakit kaylangan jan pa talaga magpakawala nang waste ang barko? Alam naman nila na inaayos na ang manila bay. Huy jeses..",https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgzkR6Q7HL58gl126fh4AaABAg,2021-04-29 03:33:46+00:00,"kung may matinong pag iisip, bakit kaylangan jan pa talaga magpakawala nang waste ang barko? Alam naman nila na inaayos na ang manila bay. Huy jeses..",0,,youtube,"kung may matinong pag iisip, bakit kaylangan jan pa talaga magpakawala nang waste ang barko? alam naman nila na inaayos na ang manila bay. huy jeses..",3
2,"Arrest  the owner of the vessel and let him post bail. Confiscate the boat and pay a hefty fine if he wants to retrieve his vessel. Let him pay for his illegal act. The federal government has invested a lot of time , a lot of energy and most of all a lot of money  to clean and rehabilitate  manila bay and this irresponsible idiot dump a lot of pollutant and pollute the water of manila bay.",https://www.youtube.com/watch?v=qg7vmTErqcA&lc=Ugw88l8kgs-gU3vv3rd4AaABAg,2021-04-27 21:59:07+00:00,"Arrest  the owner of the vessel and let him post bail. Confiscate the boat and pay a hefty fine if he wants to retrieve his vessel. Let him pay for his illegal act. The federal government has invested a lot of time , a lot of energy and most of all a lot of money  to clean and rehabilitate  manila bay and this irresponsible idiot dump a lot of pollutant and pollute the water of manila bay.",0,,youtube,"arrest owner vessel let post bail. confiscate boat pay hefty fine want retrieve vessel. let pay illegal act. federal government invest lot time , lot energy lot money clean rehabilitate manila bay irresponsible idiot dump lot pollutant pollute water manila bay.",1
3,MERON NAMANG ANCHORAGE AREA PARA SA MGA BARKO D PO BA AT ALAM YAN NG MANILA PILOT. YUNG ANCHORAGE AREA AY PARANG PARKING AREA NG MGA KOTSE. KAYA DAPAT DOON LNG SILA DAPAT NAKA STAND BY. MASKI YUNG PMI TRAINING SHIP AY PALAGING NAKA PARK JAN SA MANILA BAY SO SAAN SYA NAG DIDISCHARGED NG MGA ACCUMULATED WASTE NYA?? NATANONG KO LNG PO. CHEERS AND PEACE TO ALL,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgyKRAVAR3HaWC6BLrB4AaABAg,2021-04-27 11:54:47+00:00,MERON NAMANG ANCHORAGE AREA PARA SA MGA BARKO D PO BA AT ALAM YAN NG MANILA PILOT. YUNG ANCHORAGE AREA AY PARANG PARKING AREA NG MGA KOTSE. KAYA DAPAT DOON LNG SILA DAPAT NAKA STAND BY. MASKI YUNG PMI TRAINING SHIP AY PALAGING NAKA PARK JAN SA MANILA BAY SO SAAN SYA NAG DIDISCHARGED NG MGA ACCUMULATED WASTE NYA?? NATANONG KO LNG PO. CHEERS AND PEACE TO ALL,0,,youtube,meron namang anchorage area para sa mga barko po ba alam yan ng manila pilot. yung anchorage area ay parang park area ng mga kotse. kaya dapat doon lng sila dapat naka stand by. maski yung pmi train ship ay palaging naka park jan sa manila bay saan sya nag didischarged ng mga accumulate waste nya?? natanong ko lng po. cheer peace,3
4,Kelan malinis n maganda Manila Bay  saka naman dami sumisira...,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgwGfoG4pYBWs1lE1-R4AaABAg,2021-04-27 11:19:56+00:00,Kelan malinis n maganda Manila Bay  saka naman dami sumisira...,0,,youtube,kelan malinis n maganda manila bay saka naman dami sumisira...,1
5,dapat palinis sa may ari ng barko mismo ang oil spill..,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgxC-2W79ZKqN4qv2oB4AaABAg,2021-04-27 08:41:29+00:00,dapat palinis sa may ari ng barko mismo ang oil spill..,0,,youtube,dapat palinis sa may ari ng barko mismo ang oil spill..,0
6,kung ikaw ay nsgwawalis ng iyong bakuran at bihlang msy nagtapon sa harap mo ng basura anong gagawin mo...,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgzVts63JZmwL_ikHA54AaABAg,2021-04-27 08:40:12+00:00,kung ikaw ay nsgwawalis ng iyong bakuran at bihlang msy nagtapon sa harap mo ng basura anong gagawin mo...,0,,youtube,kung ikaw ay nsgwawalis ng iyong bakuran bihlang msy nagtapon sa harap mo ng basura anong gagawin mo...,1
7,Karma,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgyrCYq0-50p5R7h-AB4AaABAg,2021-04-27 07:33:48+00:00,Karma,0,,youtube,karma,1
8,bakit kc di ikulong agad yan..dagdag problema langvyan sa mga kapwa pilipino..anong klaseng tao ba yan sila..,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgyySwxq_-pq3kbS1ed4AaABAg,2021-04-27 05:31:49+00:00,bakit kc di ikulong agad yan..dagdag problema langvyan sa mga kapwa pilipino..anong klaseng tao ba yan sila..,0,,youtube,bakit kc di ikulong agad yan..dagdag problema langvyan sa mga kapwa pilipino..anong klaseng tao ba yan sila..,3
9,"Ipasipsip niyo sa mga DDS, tiwala naman silang luminis na diyan dahil sa Dolomite beach nila.",https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgyGevpgtcM8KCSYL9p4AaABAg,2021-04-27 05:00:20+00:00,"Ipasipsip niyo sa mga DDS, tiwala naman silang luminis na diyan dahil sa Dolomite beach nila.",0,,youtube,"ipasipsip niyo sa mga dds, tiwala naman silang luminis na diyan dahil sa dolomite beach nila.",3
10,Tutulog kase kayo dyan..,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgyRxcmUKm_POwTPe3d4AaABAg,2021-04-27 04:50:31+00:00,Tutulog kase kayo dyan..,0,,youtube,tutulog kase kayo dyan..,2
11,Pagbayarin Ng malaki may Ari Ng barko Nayan mga buang,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgzwTaXDBrkmcn_aK8B4AaABAg,2021-04-27 04:39:23+00:00,Pagbayarin Ng malaki may Ari Ng barko Nayan mga buang,0,,youtube,pagbayarin ng malaki may ari ng barko nayan mga buang,4
12,Tabi ng dagat yan kaya possible lagi na sumadsad dyan ang mga dumi galing malayo man o malapit d nyo masasangahan ang alon ng dagat,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgwQ0L4KW8VuDWnIkCl4AaABAg,2021-04-27 04:23:30+00:00,Tabi ng dagat yan kaya possible lagi na sumadsad dyan ang mga dumi galing malayo man o malapit d nyo masasangahan ang alon ng dagat,0,,youtube,tabi ng dagat yan kaya possible lagi na sumadsad dyan ang mga dumi galing malayo man malapit nyo masasangahan ang alon ng dagat,0
13,salamat nagising din kau kong hindi pa sa mga blogger dipa makita yan salute blogger,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgzlsHg4YR6JnWInpT14AaABAg,2021-04-27 03:21:30+00:00,salamat nagising din kau kong hindi pa sa mga blogger dipa makita yan salute blogger,0,,youtube,salamat nagising din kau kong hindi pa sa mga blogger dipa makita yan salute blogger,1
14,"KUNG SABIHIN MO NA DILAWAN ANG MAY PAKANA NIYAN, TAMA KA! PERO HALF TRUTH... ANG TUTUO AY ILLUMINATI AT FREEMASONRY TALAGA ANG MAY KAGAGAWAN NITO!!!! ANG LIBERAL PARTY AY FOUNDED NG MGA FREEMASONS NA ILLUMINATI.... KNOW YOUR ENEMY...",https://www.youtube.com/watch?v=qg7vmTErqcA&lc=Ugx7SrcdSBErM-xqJk94AaABAg,2021-04-27 03:13:11+00:00,"KUNG SABIHIN MO NA DILAWAN ANG MAY PAKANA NIYAN, TAMA KA! PERO HALF TRUTH... ANG TUTUO AY ILLUMINATI AT FREEMASONRY TALAGA ANG MAY KAGAGAWAN NITO!!!! ANG LIBERAL PARTY AY FOUNDED NG MGA FREEMASONS NA ILLUMINATI.... KNOW YOUR ENEMY...",0,,youtube,"kung sabihin mo na dilawan ang may pakana niyan, tama ka! pero half truth... ang tutuo ay illuminati freemasonry talaga ang may kagagawan nito!!!! ang liberal party ay found ng mga freemason na illuminati.... know enemy...",0
15,Ayaw talaga niila ng malinis na  dagat. Gusto nila madumi at mabaho tulad sa pagkatao nila.,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=Ugz8Sb9K52ztSw8gmA14AaABAg,2021-04-27 03:05:21+00:00,Ayaw talaga niila ng malinis na  dagat. Gusto nila madumi at mabaho tulad sa pagkatao nila.,0,,youtube,ayaw talaga niila ng malinis na dagat. gusto nila madumi mabaho tulad sa pagkatao nila.,0
16,yan na namn baka politacal agenda na namn... ahahaha nako hirap mag salita kase malapit na eleksyon,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgwX7E1vxM6RJA28x4t4AaABAg,2021-04-27 02:50:12+00:00,yan na namn baka politacal agenda na namn... ahahaha nako hirap mag salita kase malapit na eleksyon,0,,youtube,yan na namn baka politacal agenda na namn... ahahaha nako hirap mag salita kase malapit na eleksyon,4
17,sabotahe nana mn,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgzR8m4VDDhddE__j8d4AaABAg,2021-04-27 02:22:51+00:00,sabotahe nana mn,0,,youtube,sabotahe nana mn,1
18,sabotahe obvious n obvious.hahahaha.gusto talaga sirain manila bay,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgyLt20Bc9sC4Z-O2-x4AaABAg,2021-04-27 01:03:08+00:00,sabotahe obvious n obvious.hahahaha.gusto talaga sirain manila bay,0,,youtube,sabotahe obvious n obvious.hahahaha.gusto talaga sirain manila bay,0
19,bakit wala s GMA news to?,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgwBKX-Xn6yk6iIovt54AaABAg,2021-04-27 01:02:22+00:00,bakit wala s GMA news to?,0,,youtube,bakit wala gma news to?,4
20,Tsp-sapin na barkong yan<br>Naglilikha DUMI!!!,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgyDlzRRlqsMv5DgjqN4AaABAg,2021-04-27 00:48:23+00:00,"Tsp-sapin na barkong yan
Naglilikha DUMI!!!",0,,youtube,tsp-sapin na barkong yan naglilikha dumi!!!,4
21,True yan proud MCGI,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgyzTwS124BMO3pv1XJ4AaABAg,2021-04-27 00:32:52+00:00,True yan proud MCGI,0,,youtube,true yan proud mcgi,2
22,Korek,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgyC6TRBjHu814FSR8J4AaABAg,2021-04-27 00:29:27+00:00,Korek,0,,youtube,korek,0
23,Ezme idol yan salamat papi,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgwbAvHRSypIP8oUcuZ4AaABAg,2021-04-27 00:04:29+00:00,Ezme idol yan salamat papi,0,,youtube,ezme idol yan salamat papi,3
24,Parang sinadya yan 😅galawaang dilawang rebelde😂,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=Ugy4G6Sr4w3c1ba2GqV4AaABAg,2021-04-26 23:19:57+00:00,Parang sinadya yan 😅galawaang dilawang rebelde😂,3,,youtube,parang sinadya yan 😅galawaang dilawang rebelde😂,1
25,"SALAMAT PO SA DIOS, nahuli agad, dapat death penalty ang mga mahuling sumisira ng kalikasan",https://www.youtube.com/watch?v=qg7vmTErqcA&lc=Ugxd6MH8eBu-v0y6Eth4AaABAg,2021-04-26 22:50:06+00:00,"SALAMAT PO SA DIOS, nahuli agad, dapat death penalty ang mga mahuling sumisira ng kalikasan",0,,youtube,"salamat po sa dios, nahuli agad, dapat death penalty ang mga mahuling sumisira ng kalikasan",3
26,Sabotahe yan halatang halata eh.alam nila maganda na manila bay.wala kasi silang magawa yung lahat ng komuntra sa dolomite dedma kasi sila ng rehab team at gobyerno kaya naghasik nalang ng kademonyohan,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgxwueQOCJj4j-KTo3x4AaABAg,2021-04-26 22:45:20+00:00,Sabotahe yan halatang halata eh.alam nila maganda na manila bay.wala kasi silang magawa yung lahat ng komuntra sa dolomite dedma kasi sila ng rehab team at gobyerno kaya naghasik nalang ng kademonyohan,0,,youtube,sabotahe yan halatang halata eh.alam nila maganda na manila bay.wala kasi silang magawa yung lahat ng komuntra sa dolomite dedma kasi sila ng rehab team gobyerno kaya naghasik nalang ng kademonyohan,3
27,Salamat God  bless us,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgxTn0X6ak_6htDWn0B4AaABAg,2021-04-26 22:19:55+00:00,Salamat God  bless us,0,,youtube,salamat god bless u,0
28,Nag-aayos sila ng barko nila binabago baka kalawang at paint yan.ilang weeks na pala nakatingga di sinita ng coastguard .hoy coastguard galaw galaw naman sa tuka ninyong location,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=Ugw_tLt414GrSoeVPpl4AaABAg,2021-04-26 20:54:00+00:00,Nag-aayos sila ng barko nila binabago baka kalawang at paint yan.ilang weeks na pala nakatingga di sinita ng coastguard .hoy coastguard galaw galaw naman sa tuka ninyong location,0,,youtube,nag-aayos sila ng barko nila binabago baka kalawang paint yan.ilang week na pala nakatingga di sinita ng coastguard .hoy coastguard galaw galaw naman sa tuka ninyong location,0
